,sentence,intents,clean_sentence
7081,where is the nearest italian restaurant,recommendation_locations,nearest italian restaurant
7082,where can i get shawarma in this area,recommendation_locations,get shawarma area
7083,tell me a nice chinese restaurant,recommendation_locations,tell nice chinese restaurant
7084,is there a well rated pizza place between fourteenth and eighteenth streets,recommendation_locations,well rated pizza place fourteenth eighteenth streets
7085,i want to take karate classes where are local karate studios,recommendation_locations,want take karate classes local karate studios
7086,where is a petrol station in five mile radius,recommendation_locations,petrol station five mile radius
7087,is there any salon in babaji nagar,recommendation_locations,salon babaji nagar
7088,find me the cheapest place to buy a new backpack,recommendation_locations,find cheapest place buy new backpack
7089,what restaurant is open after midnight,recommendation_locations,restaurant open midnight
7090,what clothes store would you recommend here,recommendation_locations,clothes store would recommend
7091,please recommend a restaurant in seattle,recommendation_locations,please recommend restaurant seattle
7092,where is a good place to eat in seattle,recommendation_locations,good place eat seattle
7093,i need to find a gift what stores are within a one mile radius,recommendation_locations,need find gift stores within one mile radius
7094,what pubs are near the metro station,recommendation_locations,pubs near metro station
7095,where is the pharmacy in leavenworth,recommendation_locations,pharmacy leavenworth
7096,where can i eat along route sixty six,recommendation_locations,eat along route sixty six
7097,locate me the amazon restaurants,recommendation_locations,locate amazon restaurants
7098,find gluten free bakery near me,recommendation_locations,find gluten free bakery near
7099,which restaurant is there in shivaji nagar,recommendation_locations,restaurant shivaji nagar
7100,best reviews restaurant in south sacramento,recommendation_locations,best reviews restaurant south sacramento
7101,search for local shops,recommendation_locations,search local shops
7102,where are italian restaurants in me area,recommendation_locations,italian restaurants area
7103,what clothing shops are close to my current location,recommendation_locations,clothing shops close current location
7104,nearest walmart location,recommendation_locations,nearest walmart location
7105,announce a comment in facebook,social_post,announce comment facebook
7106,write a tweet telling macy's that they should be shutting down instead of jcpenney,social_post,write tweet telling macy's shutting instead jcpenney
7107,send a tweet to tmobile for rude employees,social_post,send tweet tmobile rude employees
7108,tweet my complaint and mention this costumer service,social_post,tweet complaint mention costumer service
7109,please tweet waited sixty five minutes for a table at tgi fridays never going back,social_post,please tweet waited sixty five minutes table tgi fridays never going back
7110,two thumbs down @companyname,social_post,two thumbs @companyname
7111,please tweet for me about the bad service rended by the taj restaurant,social_post,please tweet bad service rended taj restaurant
7112,heading to gym please post to facebook,social_post,heading gym please post facebook
7113,change my status to chillin,social_post,change status chillin
7114,open twitter and add complaint on doctor patel's feed,social_post,open twitter add complaint doctor patel's feed
7115,tweet a complaint to local municipality,social_post,tweet complaint local municipality
7116,send a tweet about sonys volume issues,social_post,send tweet sonys volume issues
7117,tweet to mcdonalds saying that i found a hair in their burger,social_post,tweet mcdonalds saying found hair burger
7118,have a moan at easyjet,social_post,moan easyjet
7119,go to social media and post the following status,social_post,go social media post following status
7120,tweet complaint to american eagle customer service,social_post,tweet complaint american eagle customer service
7121,tweet this tweet coffee was too hot and at this company costa coffee,social_post,tweet tweet coffee hot company costa coffee
7122,tweet long wait time and unprofessional employees,social_post,tweet long wait time unprofessional employees
7123,please post happy birthday usa on my newsfeed,social_post,please post happy birthday usa newsfeed
7124,bring up facebook and wish a happy birthday to the country usa,social_post,bring facebook wish happy birthday country usa
7125,tweet british airways that my last flight from chicago to london was delayed,social_post,tweet british airways last flight chicago london delayed
7126,send report to consumer service,social_post,send report consumer service
7127,take me to the huffington post website,social_post,take huffington post website
7128,start complaint to walmart,social_post,start complaint walmart
7129,log a complaint about smart tv to sony customer service,social_post,log complaint smart tv sony customer service
7130,let wendy's know i hate them,social_post,let wendy's know hate
7131,tweet my current location,social_post,tweet current location
7132,customer service from microsoft never called me back,social_post,customer service microsoft never called back
7133,fraud in weighing products,social_post,fraud weighing products
7134,post the following as a status on facebook,social_post,post following status facebook
7135,complain about walmart service,social_post,complain walmart service
7136,tweet bad day at starbucks,social_post,tweet bad day starbucks
7137,post this on my facebook,social_post,post facebook
7138,place family phone on instagram,social_post,place family phone instagram
7139,write a complaint to best buy,social_post,write complaint best buy
7140,post a facebook status engaged,social_post,post facebook status engaged
7141,i would like to make a post on times twitter,social_post,would like make post times twitter
7142,complaint on service provider on my twitter,social_post,complaint service provider twitter
7143,tweet starbucks and say that the customer service is awful,social_post,tweet starbucks say customer service awful
7144,tweet a complaint to comcast,social_post,tweet complaint comcast
7145,tweet kohls about the cleanliness of their store,social_post,tweet kohls cleanliness store
7146,open hershey twitter,social_post,open hershey twitter
7147,please tell kmart they sent the wrong item,social_post,please tell kmart sent wrong item
7148,please write up a compliant,social_post,please write compliant
7149,hi olly post my last clicked photo on facebook with title marry christmas,social_post,hi olly post last clicked photo facebook title marry christmas
7150,tweet @wendys that i don't like their product,social_post,tweet @wendys like product
7151,tell apple in a tweet that their batteries don't hold enough charge,social_post,tell apple tweet batteries hold enough charge
7152,send tweet to wallmart,social_post,send tweet wallmart
7153,tweet a complaint,social_post,tweet complaint
7154,tweet paula deen's restaurant that the line is always too long,social_post,tweet paula deen's restaurant line always long
7155,tweet for me the complaint about drainage choke up,social_post,tweet complaint drainage choke
7156,tweet error log to samsung,social_post,tweet error log samsung
7157,please submit status to facebook,social_post,please submit status facebook
7158,tweet at united airlines i'm angry you lost my bags,social_post,tweet united airlines i'm angry lost bags
7159,use facebook to post,social_post,use facebook post
7160,tweet your waiting time sucks tag koc,social_post,tweet waiting time sucks tag koc
7161,listening song of arijit singh post it on my facebook account,social_post,listening song arijit singh post facebook account
7162,bring up a complaint form,social_post,bring complaint form
7163,write a tweet to burger king expressing my disapproval,social_post,write tweet burger king expressing disapproval
7164,this is a tweet for comcast if i have my internet and phone service from you and it goes out how can i contact you,social_post,tweet comcast internet phone service goes contact
7165,tweet my complaint to @consumer service,social_post,tweet complaint @consumer service
7166,post this to my facebook lol,social_post,post facebook lol
7167,tweet freedom pop customer service i am dissatisfied,social_post,tweet freedom pop customer service dissatisfied
7168,i have a complaint,social_post,complaint
7169,tweet I'm complaining about to consumer service,social_post,tweet I'm complaining consumer service
7170,pull up the complaint website for starbucks,social_post,pull complaint website starbucks
7171,tweet complaint to consumer service,social_post,tweet complaint consumer service
7172,can you upload my latest selfie in my instagram,social_post,upload latest selfie instagram
7173,send tweet to united airlines i'm angry you lost my bags,social_post,send tweet united airlines i'm angry lost bags
7174,please tweet the following complaint,social_post,please tweet following complaint
7175,i want to see the twitter handler of samsung,social_post,want see twitter handler samsung
7176,tweet for me the complaint about drainage work,social_post,tweet complaint drainage work
7177,tweet a disgusted face about mcdonalds,social_post,tweet disgusted face mcdonalds
7178,tweet insight cable's customer service and tell them i have been waiting on hold for thirty minutes,social_post,tweet insight cable's customer service tell waiting hold thirty minutes
7179,post to facebook at the spa yay with a smiley face emoticon,social_post,post facebook spa yay smiley face emoticon
7180,tweet @bobburgers they screwed up my order and i had to wait an extra hour,social_post,tweet @bobburgers screwed order wait extra hour
7181,post to facebook I'm home,social_post,post facebook I'm home
7182,tweet walmart and tell them their customer service is horrible,social_post,tweet walmart tell customer service horrible
7183,send a complaint to my boss,social_post,send complaint boss
7184,complain to philips,social_post,complain philips
7185,tweet my complaint on targets customer service,social_post,tweet complaint targets customer service
7186,tweet to consumer service that they should strive to be more accommodating,social_post,tweet consumer service strive accommodating
7187,tweet i am doing well on twitter,social_post,tweet well twitter
7188,send this message to @microsoft on twitter,social_post,send message @microsoft twitter
7189,please tweet the following to radisson hotels customer service,social_post,please tweet following radisson hotels customer service
7190,tweet complaint to sony consumer service,social_post,tweet complaint sony consumer service
7191,tweet the president and tell him he's doing a horrible job,social_post,tweet president tell he's horrible job
7192,send a snotty tweet to bbc,social_post,send snotty tweet bbc
7193,please send a complaint about my horrible experience with a company,social_post,please send complaint horrible experience company
7194,write this complaint to comcasts customer service twitter,social_post,write complaint comcasts customer service twitter
7195,new twitter message,social_post,new twitter message
7196,tweet complaint to amazon products,social_post,tweet complaint amazon products
7197,tell my facebook group that i've arrived,social_post,tell facebook group i've arrived
7198,tweet a complaint to apple about my iphone seven,social_post,tweet complaint apple iphone seven
7199,tweet @phohouse your server was rude #badpho,social_post,tweet @phohouse server rude #badpho
7200,i need to submit a complaint,social_post,need submit complaint
7201,open twitter type my complaint and post to @consumer service,social_post,open twitter type complaint post @consumer service
7202,tweet consumer service that the quantity is wrong,social_post,tweet consumer service quantity wrong
7203,send a tweet to kroger about being overcharged for groceries,social_post,send tweet kroger overcharged groceries
7204,send twitter to mattel that they need to stop making toys in china,social_post,send twitter mattel need stop making toys china
7205,post a tweet as follows very bad follow up by abc company not satisfied in my account,social_post,post tweet follows bad follow abc company satisfied account
7206,it would be nice if you post status for me,social_post,would nice post status
7207,send a tweet to kroger about spoiled milk,social_post,send tweet kroger spoiled milk
7208,bring up twitter to target customer service,social_post,bring twitter target customer service
7209,tell company their service is bad,social_post,tell company service bad
7210,please send a complaint to someone,social_post,please send complaint someone
7211,tell comcast their customer service is slow,social_post,tell comcast customer service slow
7212,tweet consumer service that i am very disappointed with my recent interaction,social_post,tweet consumer service disappointed recent interaction
7213,write a tweet to this company,social_post,write tweet company
7214,post complaint about service a,social_post,post complaint service
7215,let national grid know the power is out again,social_post,let national grid know power
7216,@nikesupport i need some assistance regarding some shoes i bought last week,social_post,@nikesupport need assistance regarding shoes bought last week
7217,hello my item which i bought from some one has gone out of order,social_post,hello item bought one gone order
7218,please post so bored to facebook,social_post,please post bored facebook
7219,send tweet via message to cardinal cafe and tell them their customer service is outstanding,social_post,send tweet via message cardinal cafe tell customer service outstanding
7220,send a tweet about my complaint on my truck to consumer digest,social_post,send tweet complaint truck consumer digest
7221,post that i am going to woodland shoe store,social_post,post going woodland shoe store
7222,can you contact samsung and say my washer is on fire,social_post,contact samsung say washer fire
7223,post a facebook status update,social_post,post facebook status update
7224,send a tweet to amazon customer service that the package was delivered late,social_post,send tweet amazon customer service package delivered late
7225,customer service complaint tweet the following,social_post,customer service complaint tweet following
7226,send a tweet to safeway about water in my gas,social_post,send tweet safeway water gas
7227,send a tweet,social_post,send tweet
7228,please retweet this post on twitter,social_post,please retweet post twitter
7229,tweet comcast and tell them that their service is down again,social_post,tweet comcast tell service
7230,please negative response tweet on daikin service,social_post,please negative response tweet daikin service
7231,tweet at koc your waiting time sucks,social_post,tweet koc waiting time sucks
7232,tweet real donald trump that angela merkel will not shake his hand anymore,social_post,tweet real donald trump angela merkel shake hand anymore
7233,tweet consumer service that the goods are of low quality,social_post,tweet consumer service goods low quality
7234,post to twitter got a hectic day ahead,social_post,post twitter got hectic day ahead
7235,tweet complaint,social_post,tweet complaint
7236,tweet the current temperature,social_post,tweet current temperature
7237,post this pic to facebook,social_post,post pic facebook
7238,tweet my complaint about my truck to consumer digest,social_post,tweet complaint truck consumer digest
7239,tweet to amazon about late delivery of my tv,social_post,tweet amazon late delivery tv
7240,please tweet a complaint about slow service at applebee's,social_post,please tweet complaint slow service applebee's
7241,please post this picture on facebook,social_post,please post picture facebook
7242,complain for cheating,social_post,complain cheating
7243,hello can you give the contact details for a particular service centre,social_post,hello give contact details particular service centre
7244,post i am happy to facebook,social_post,post happy facebook
7245,put this on my facebook,social_post,put facebook
7246,what is the customer service feedback,social_post,customer service feedback
7247,can you tweet lif about their app crashing,social_post,tweet lif app crashing
7248,tweet verizon customer service,social_post,tweet verizon customer service
7249,post the following status to facebook,social_post,post following status facebook
7250,tweet a complaint to amazon about late shipment,social_post,tweet complaint amazon late shipment
7251,tweet a complaint to kohl's customer service,social_post,tweet complaint kohl's customer service
7252,siri open twitter tweet @potus sucks,social_post,siri open twitter tweet @potus sucks
7253,tweet complaint to dominoes,social_post,tweet complaint dominoes
7254,send a tweet to national grid,social_post,send tweet national grid
7255,send a tweet to company,social_post,send tweet company
7256,i would like to place a call to amazon customer service,social_post,would like place call amazon customer service
7257,post a complaint via twitter to cvs pharmacy,social_post,post complaint via twitter cvs pharmacy
7258,i would want you to tweet for me at india consumer complaints forum regarding the late delivery of gas cylinder,social_post,would want tweet india consumer complaints forum regarding late delivery gas cylinder
7259,customer service complaint,social_post,customer service complaint
7260,tweet something for me,social_post,tweet something
7261,send a tweet to esurance to say i hate you,social_post,send tweet esurance say hate
7262,hello google post my current status on twitter mentioning a great trip to paris with friends and family,social_post,hello google post current status twitter mentioning great trip paris friends family
7263,post a new status on facebook saying that i am enjoying the nice weather,social_post,post new status facebook saying enjoying nice weather
7264,please create a new tweet,social_post,please create new tweet
7265,send a tweet to meijer tell them that they have the worst customer service,social_post,send tweet meijer tell worst customer service
7266,can you put this on facebook,social_post,put facebook
7267,post to twitter trump is such an ass,social_post,post twitter trump ass
7268,tweet a complaint to old navy website,social_post,tweet complaint old navy website
7269,tweet on the bad service,social_post,tweet bad service
7270,please say the following on facebook,social_post,please say following facebook
7271,tweet consumer service,social_post,tweet consumer service
7272,tweet to the customer service account of starbucks,social_post,tweet customer service account starbucks
7273,write a tweet of complaint about my tv to samsung,social_post,write tweet complaint tv samsung
7274,tell them that their lines were too long,social_post,tell lines long
7275,can you send a tweet to lif saying that their app crashed,social_post,send tweet lif saying app crashed
7276,tweet consumer complaint,social_post,tweet consumer complaint
7277,snapchat,social_post,snapchat
7278,please add complaint about the service in tweet to olive garden,social_post,please add complaint service tweet olive garden
7279,complaint to dept for food quality,social_post,complaint dept food quality
7280,show me my husbands facebook posts today,social_query,show husbands facebook posts today
7281,please read my facebook feed,social_query,please read facebook feed
7282,may i know what is trending in twitter,social_query,may know trending twitter
7283,what new posts are on my page,social_query,new posts page
7284,is everyone on my facebook list watching the game,social_query,everyone facebook list watching game
7285,can you tell me what happened to my social media,social_query,tell happened social media
7286,i haven't checked my facebook yet are there any updates from my close friends,social_query,checked facebook yet updates close friends
7287,tell me what's new,social_query,tell what's new
7288,do i have any private messages on any social media,social_query,private messages social media
7289,facebook,social_query,facebook
7290,any new facebook posts from amy,social_query,new facebook posts amy
7291,what are the big news stories on twitter,social_query,big news stories twitter
7292,what posts have i missed from my friends,social_query,posts missed friends
7293,check my social networks,social_query,check social networks
7294,facebook info,social_query,facebook info
7295,what does my facebook feed look like,social_query,facebook feed look like
7296,what going on,social_query,going
7297,let me know if linda posts anything on my facebook today,social_query,let know linda posts anything facebook today
7298,hi there tell me latest updates of times of india page in facebook,social_query,hi tell latest updates times india page facebook
7299,who has written to me or mentioned me in social media,social_query,written mentioned social media
7300,get me latest updates from facebook,social_query,get latest updates facebook
7301,what's new on facebook,social_query,what's new facebook
7302,who has responded to my business within the last twenty four hours,social_query,responded business within last twenty four hours
7303,do i have any new tweets,social_query,new tweets
7304,what's trending on twitter,social_query,what's trending twitter
7305,is anyone likes my latest photo,social_query,anyone likes latest photo
7306,tell me the exact count of followers on my twitter handle as of today,social_query,tell exact count followers twitter handle today
7307,what time is bina going live with her sale on facebook,social_query,time bina going live sale facebook
7308,may i know what is trending in facebook,social_query,may know trending facebook
7309,did my friend rohit posted something on facebook,social_query,friend rohit posted something facebook
7310,what friends were in popular places the last day,social_query,friends popular places last day
7311,what is currently trending on twitter,social_query,currently trending twitter
7312,latest tweets,social_query,latest tweets
7313,is anything trending on social media today,social_query,anything trending social media today
7314,let me know if i get a new personal message from martha on facebook today,social_query,let know get new personal message martha facebook today
7315,hey olly inform me about latest picture updated by priya chopra on instagram,social_query,hey olly inform latest picture updated priya chopra instagram
7316,tell me my friends most recent update,social_query,tell friends recent update
7317,please scan my social media and tell me what's happening,social_query,please scan social media tell what's happening
7318,how many likes i have got on my eggless cake post on youtube,social_query,many likes got eggless cake post youtube
7319,check my facebook notification,social_query,check facebook notification
7320,has anyone follow me today on twitter today,social_query,anyone follow today twitter today
7321,what is going on right now on twitter,social_query,going right twitter
7322,give me details of my twitter handle profile including the total number of followers,social_query,give details twitter handle profile including total number followers
7323,brief me about my news feed stories,social_query,brief news feed stories
7324,check my twitter notification,social_query,check twitter notification
7325,please tell me latest video going viral on twitter for topic narendra modi,social_query,please tell latest video going viral twitter topic narendra modi
7326,tell me what's happening on social media,social_query,tell what's happening social media
7327,did renee just post to my facebook feed,social_query,renee post facebook feed
7328,show me my latest social media activity,social_query,show latest social media activity
7329,Has @realdonaldtrump posted anything new on twitter,social_query,Has @realdonaldtrump posted anything new twitter
7330,have i received any mentions on twitter,social_query,received mentions twitter
7331,read me the last tweet from the washington post,social_query,read last tweet washington post
7332,are there any news regarding our president on facebook today,social_query,news regarding president facebook today
7333,what is happening on facebook,social_query,happening facebook
7334,who's birthdays are today on facebook,social_query,who's birthdays today facebook
7335,tell me what's going on with facebook,social_query,tell what's going facebook
7336,is there anything important happening on social media,social_query,anything important happening social media
7337,instagram,social_query,instagram
7338,read to me the last messages in my feed,social_query,read last messages feed
7339,has john replied to my facebook post,social_query,john replied facebook post
7340,do i have new likes,social_query,new likes
7341,what trending on twitter,social_query,trending twitter
7342,check my last post on facebook,social_query,check last post facebook
7343,what's hot social media topics,social_query,what's hot social media topics
7344,give me my facebook update every three hours,social_query,give facebook update every three hours
7345,please check my facebook account,social_query,please check facebook account
7346,are there any new snapchats,social_query,new snapchats
7347,did mark post anything new on facebook,social_query,mark post anything new facebook
7348,please check the news on social media,social_query,please check news social media
7349,show me latest notifications,social_query,show latest notifications
7350,how many people are following me on twitter now,social_query,many people following twitter
7351,latest instagram posts,social_query,latest instagram posts
7352,what was last sent to me in my social media feed,social_query,last sent social media feed
7353,what's going on facebook,social_query,what's going facebook
7354,tell me if anything important is happening on social media today,social_query,tell anything important happening social media today
7355,give me my social media update,social_query,give social media update
7356,have i got new content in my twitter feed,social_query,got new content twitter feed
7357,can anyone tell me what's you guys discussing,social_query,anyone tell what's guys discussing
7358,trending social media,social_query,trending social media
7359,latest news feed from facebook,social_query,latest news feed facebook
7360,is there anything new on snapchat,social_query,anything new snapchat
7361,what are the latest tweets from the new york times,social_query,latest tweets new york times
7362,is there anything exciting on twitter today,social_query,anything exciting twitter today
7363,has mary posted anything to facebook today,social_query,mary posted anything facebook today
7364,in every three hours give me my facebook update,social_query,every three hours give facebook update
7365,is my friend rohit online on facebook,social_query,friend rohit online facebook
7366,how many likes did i get today,social_query,many likes get today
7367,give me some funny facebook posts,social_query,give funny facebook posts
7368,is there any new vegan news on facebook,social_query,new vegan news facebook
7369,what was the latest post,social_query,latest post
7370,what are today's highlights from facebook,social_query,today's highlights facebook
7371,check my twitter account,social_query,check twitter account
7372,has sarah posted anything today,social_query,sarah posted anything today
7373,what notifications do i have in social media,social_query,notifications social media
7374,any new interests from linda,social_query,new interests linda
7375,please update me on my social media accounts,social_query,please update social media accounts
7376,is there any post from my friend mike in facebook,social_query,post friend mike facebook
7377,how many likes does my last instagram photo have,social_query,many likes last instagram photo
7378,was there any articles on shark attacks on snapchat yesterday,social_query,articles shark attacks snapchat yesterday
7379,open facebook messenger,social_query,open facebook messenger
7380,what are the latest updates on my facebook account,social_query,latest updates facebook account
7381,social media updates,social_query,social media updates
7382,how many likes does my status from yesterday have,social_query,many likes status yesterday
7383,please inform me of any new status updates,social_query,please inform new status updates
7384,do i have any new messages in twitter instagram or facebook,social_query,new messages twitter instagram facebook
7385,can you please update me on the latest tweets from my feed,social_query,please update latest tweets feed
7386,tell me what's happening on instagram,social_query,tell what's happening instagram
7387,has anyone commented on my status,social_query,anyone commented status
7388,anything new on insta,social_query,anything new insta
7389,has anyone tagged me in a photo on facebook,social_query,anyone tagged photo facebook
7390,please give me the latest feed updates,social_query,please give latest feed updates
7391,who recently posted on social media,social_query,recently posted social media
7392,hows twitter,social_query,hows twitter
7393,do i have any new friend requests,social_query,new friend requests
7394,social media,social_query,social media
7395,has wendy posted on facebook,social_query,wendy posted facebook
7396,what did happen today,social_query,happen today
7397,is there anything new on reddit,social_query,anything new reddit
7398,can i see my facebook feed,social_query,see facebook feed
7399,check my last post on instagram,social_query,check last post instagram
7400,find me new comments from my facebook,social_query,find new comments facebook
7401,tell me whats on the web,social_query,tell whats web
7402,anything new on social media,social_query,anything new social media
7403,are there any updates on facebook,social_query,updates facebook
7404,new updates,social_query,new updates
7405,what are the latest photos on my instagram account,social_query,latest photos instagram account
7406,can you show me the popular posts from facebook today,social_query,show popular posts facebook today
7407,what's trending on social media,social_query,what's trending social media
7408,tell me what's trending on twitter,social_query,tell what's trending twitter
7409,are there any new snaps on snapchat,social_query,new snaps snapchat
7410,what is the latest from my feed,social_query,latest feed
7411,do i have any new facebook notifications,social_query,new facebook notifications
7412,what is trending on twitter,social_query,trending twitter
7413,what are the latest tweets on my twitter account,social_query,latest tweets twitter account
7414,show me my social media notifications,social_query,show social media notifications
7415,check how many likes did i got on my most recent post,social_query,check many likes got recent post
7416,check facebook and twitter and tell me if anything interesting is happening,social_query,check facebook twitter tell anything interesting happening
7417,what are trending topics on twitter right now,social_query,trending topics twitter right
7418,check my facebook for notifications,social_query,check facebook notifications
7419,social info,social_query,social info
7420,what's new on my facebook account,social_query,what's new facebook account
7421,what was the last thing my mom said,social_query,last thing mom said
7422,what's happening on social media right now,social_query,what's happening social media right
7423,whats online,social_query,whats online
7424,let me know what maria has put on her facebook over the weekend,social_query,let know maria put facebook weekend
7425,what's the latest in my social media,social_query,what's latest social media
7426,myspace,social_query,myspace
7427,did anybody post on facebook today,social_query,anybody post facebook today
7428,hi what is the hot topic in facebook,social_query,hi hot topic facebook
7429,please let me know what's happening to my social media,social_query,please let know what's happening social media
7430,my facebook update in every three hour should be available,social_query,facebook update every three hour available
7431,what's new on social media,social_query,what's new social media
7432,new friends request details,social_query,new friends request details
7433,is trump tweeting today,social_query,trump tweeting today
7434,what's going on on fb,social_query,what's going fb
7435,i heard ale just got married can you please show me the wedding pictures on their instagram,social_query,heard ale got married please show wedding pictures instagram
7436,what's new in facebook,social_query,what's new facebook
7437,live show reminders,social_query,live show reminders
7438,what did jeff post on the yard sale page,social_query,jeff post yard sale page
7439,what's happening in my social media,social_query,what's happening social media
7440,did tracy update her facebook status today,social_query,tracy update facebook status today
7441,has derek logged into facebook today,social_query,derek logged facebook today
7442,show me a list of places where my relatives have been based on their photos,social_query,show list places relatives based photos
7443,check instagram,social_query,check instagram
7444,hi what kind of pictures you uploaded in pinterest,social_query,hi kind pictures uploaded pinterest
7445,order me some chipotle,takeaway_order,order chipotle
7446,could you please help me to order some sushi from deliveroo,takeaway_order,could please help order sushi deliveroo
7447,order chinese food,takeaway_order,order chinese food
7448,show me chinese food near me,takeaway_order,show chinese food near
7449,ordering food,takeaway_order,ordering food
7450,checkout top restaurant near me and order shahi panner,takeaway_order,checkout top restaurant near order shahi panner
7451,find and order handi paneer in pavitra,takeaway_order,find order handi paneer pavitra
7452,order food,takeaway_order,order food
7453,order a ham and cheese sandwich from subway,takeaway_order,order ham cheese sandwich subway
7454,can you look up chinese takeout near here,takeaway_order,look chinese takeout near
7455,any low priced delicacies,takeaway_order,low priced delicacies
7456,how much does general tsos chicken cost at peking garden,takeaway_order,much general tsos chicken cost peking garden
7457,order one pizza from pizza hut,takeaway_order,order one pizza pizza hut
7458,how about some pizza tonight can you please order a pepperoni large,takeaway_order,pizza tonight please order pepperoni large
7459,order six chicken tacos from chipotle,takeaway_order,order six chicken tacos chipotle
7460,i want to eat some spicy thing,takeaway_order,want eat spicy thing
7461,places with pizza delivery near me,takeaway_order,places pizza delivery near
7462,make an order for noodles one pack make it as takeaway order,takeaway_order,make order noodles one pack make takeaway order
7463,order general t'so eggroll to go,takeaway_order,order general t'so eggroll go
7464,order pizza for delivery,takeaway_order,order pizza delivery
7465,call pizza hut and order a large pan pizza with ham and mushrooms,takeaway_order,call pizza hut order large pan pizza ham mushrooms
7466,takeaway noodles one pack,takeaway_order,takeaway noodles one pack
7467,open takeout menus,takeaway_order,open takeout menus
7468,please call the golden fork and tell them to deliver one portion of the fish risotto,takeaway_order,please call golden fork tell deliver one portion fish risotto
7469,order me a cheese burger from tommy's burgers,takeaway_order,order cheese burger tommy's burgers
7470,call eastwind and order lomaine to go,takeaway_order,call eastwind order lomaine go
7471,i would like to order takeaway,takeaway_order,would like order takeaway
7472,i am in need of some pizza what's the closest place that delivers,takeaway_order,need pizza what's closest place delivers
7473,order two hamburgers for me,takeaway_order,order two hamburgers
7474,please put in an order from red thai fpr this evening,takeaway_order,please put order red thai fpr evening
7475,order pizza,takeaway_order,order pizza
7476,place a takeaway order for a cheeseburger and fries from burger king,takeaway_order,place takeaway order cheeseburger fries burger king
7477,closest chipotle,takeaway_order,closest chipotle
7478,call peking garden,takeaway_order,call peking garden
7479,order chinese for delivery,takeaway_order,order chinese delivery
7480,order from dominos,takeaway_order,order dominos
7481,place order for usual burritto at chipolte,takeaway_order,place order usual burritto chipolte
7482,food order from grubhub,takeaway_order,food order grubhub
7483,i want to order some takeout food,takeaway_order,want order takeout food
7484,get us spaghetti from pizza hut,takeaway_order,get us spaghetti pizza hut
7485,what mexican restaurants are there nearby for takeout,takeaway_order,mexican restaurants nearby takeout
7486,can you order me a pizza today from dominos,takeaway_order,order pizza today dominos
7487,i want to eat something will you order food for me,takeaway_order,want eat something order food
7488,order food from applebees,takeaway_order,order food applebees
7489,place an order for two pizzas from dominoes,takeaway_order,place order two pizzas dominoes
7490,i want to order some food,takeaway_order,want order food
7491,from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway_order,wangs kitchen restaurant home delivery chicken manchow soup
7492,i want to order a takeaway from papa john's,takeaway_order,want order takeaway papa john's
7493,call domino's pizza,takeaway_order,call domino's pizza
7494,id like to put in an order for some chinese food with hunan wok,takeaway_order,id like put order chinese food hunan wok
7495,order one burger,takeaway_order,order one burger
7496,start a takeaway order for me,takeaway_order,start takeaway order
7497,find and order domino pizza at nearest store of domino,takeaway_order,find order domino pizza nearest store domino
7498,order ribs for dinner,takeaway_order,order ribs dinner
7499,order a large pan pizza with ham and mushrooms from pizza hut,takeaway_order,order large pan pizza ham mushrooms pizza hut
7500,find the nearest olive garden that has take out service,takeaway_order,find nearest olive garden take service
7501,any good fast food items,takeaway_order,good fast food items
7502,can you order me some buffalo chicken pizza,takeaway_order,order buffalo chicken pizza
7503,order a pizza,takeaway_order,order pizza
7504,who delivers near here,takeaway_order,delivers near
7505,what places can i order takeout from near by,takeaway_order,places order takeout near
7506,give me options for indian carryout under dollars,takeaway_order,give options indian carryout dollars
7507,i want to order some takeaway food,takeaway_order,want order takeaway food
7508,i want to order some chinese food tonight what's delivering to me,takeaway_order,want order chinese food tonight what's delivering
7509,call china wok,takeaway_order,call china wok
7510,hey order two wings with french fries from the chinese food store,takeaway_order,hey order two wings french fries chinese food store
7511,i am so hungry and tired and i think i might order some food now,takeaway_order,hungry tired think might order food
7512,order a large plain pizza from mimo's for me,takeaway_order,order large plain pizza mimo's
7513,order a pizza with sausage from domino's,takeaway_order,order pizza sausage domino's
7514,please order me lo mein and egg rolls from panda express now,takeaway_order,please order lo mein egg rolls panda express
7515,call and order pizza for delivery,takeaway_order,call order pizza delivery
7516,checkout subway food centre near me and order tandoori roti,takeaway_order,checkout subway food centre near order tandoori roti
7517,please order take from jason's deli,takeaway_order,please order take jason's deli
7518,can you direct me to the menu for the highest rated chinese carryout near me,takeaway_order,direct menu highest rated chinese carryout near
7519,place an order for a pepperoni pizza at papa johns,takeaway_order,place order pepperoni pizza papa johns
7520,when i get home can you please order a pizza,takeaway_order,get home please order pizza
7521,i want to order chinese takeout,takeaway_order,want order chinese takeout
7522,get me takeaway food,takeaway_order,get takeaway food
7523,order spaghetti from spaghetti warehouse to bring home,takeaway_order,order spaghetti spaghetti warehouse bring home
7524,macdonald shops,takeaway_order,macdonald shops
7525,place an order for a combo platter from china buffet,takeaway_order,place order combo platter china buffet
7526,can i order takeaway from spanish place,takeaway_order,order takeaway spanish place
7527,confirm the order and send me the confirmation,takeaway_order,confirm order send confirmation
7528,order me a large ham and olive pizza from dominos,takeaway_order,order large ham olive pizza dominos
7529,please order my favorite dish from my favorite restaurant,takeaway_order,please order favorite dish favorite restaurant
