,sentence,intents
8831,place an order for a combo platter from china buffet,takeaway_order
8832,can i order takeaway from spanish place,takeaway_order
8833,confirm the order and send me the confirmation,takeaway_order
8834,order me a large ham and olive pizza from dominos,takeaway_order
8835,please order my favorite dish from my favorite restaurant,takeaway_order
8836,i want to order a pizza from michael's pizza,takeaway_order
8837,i want to eat two pita gyros please and some diet coke,takeaway_order
8838,what are the offers in uber eats,takeaway_order
8839,hi i want to order fried chick with white sauce,takeaway_order
8840,order pizza from domino's,takeaway_order
8841,hey order a side of hot wings with my previous order,takeaway_order
8842,put an order in for two pizzas from dominoes,takeaway_order
8843,order takeout from pizza restaurant,takeaway_order
8844,order chinese from china spring wonton soup and a small beef and broccoli,takeaway_order
8845,near pizza shops,takeaway_order
8846,i am really craving for chinese food right now please let me order take out,takeaway_order
8847,places to order takeaway food,takeaway_order
8848,order me postmates of mcdonald,takeaway_order
8849,can you order me takeout,takeaway_order
8850,call the nearest thai restaurant with delivery,takeaway_order
8851,pull up peking garden online,takeaway_order
8852,order two pizzas from dominoes,takeaway_order
8853,order takeout pizza from domino's for seven pm,takeaway_order
8854,grubhub order,takeaway_order
8855,i need to order some food from papa john's,takeaway_order
8856,can i order takeaway dinner from byron's,takeaway_order
8857,order takeout,takeaway_order
8858,get me some food,takeaway_order
8859,order a twelve piece honey mustard wing combo with seasonimg altnon the fries and a sprite as the drink,takeaway_order
8860,is is taco o'clock yet,takeaway_order
8861,i would like to order some takeout,takeaway_order
8862,schedule pizza takeout for seven pm,takeaway_order
8863,i would like to have a sushi can you order me a lunch,takeaway_order
8864,i want to order some pizza,takeaway_order
8865,find hotel order food name,takeaway_order
8866,what is the best pizza near me that delivers,takeaway_order
8867,please order me pizza and wings from papa johns now,takeaway_order
8868,i need two pizzas stat,takeaway_order
8869,find and order rasgulla of janta sweet home pvt ltd,takeaway_order
8870,call the closest mexican restaurant,takeaway_order
8871,it's time for junk food,takeaway_order
8872,checkout domino centre near me and order cheese pizza,takeaway_order
8873,get large pizza with pepperoni,takeaway_order
8874,order the best priced general tofu in nyack,takeaway_order
8875,order me chinese food,takeaway_order
8876,order a meal from a nice restaurant,takeaway_order
8877,open grubhub,takeaway_order
8878,order a medium pizza with pepperoni and bacon on its,takeaway_order
8879,order two medium cheese and one medium pepperoni pizza from dominoes,takeaway_order
8880,show me nearby takeout restaurants,takeaway_order
8881,please order me some takeout,takeaway_order
8882,can you please order me some mcdonalds,takeaway_order
8883,tell the golden fork that i want their fish risotto delivered,takeaway_order
8884,could you order sushi for tonight dinner,takeaway_order
8885,call china king chinese restaurant,takeaway_order
8886,i'm hungry show me some takeaway food,takeaway_order
8887,i feel like having soup for lunch order from wangs kitchen restaurant a chicken manchow soup,takeaway_order
8888,yo order take out from jason's deli on sixth ave,takeaway_order
8889,order a takeaway,takeaway_order
8890,call pf chang's to order me egg foo young,takeaway_order
8891,any fast food meal offers,takeaway_order
8892,order mcdonalds,takeaway_order
8893,can i order take out from licari's,takeaway_order
8894,have pho send three egg rolls,takeaway_order
8895,contact pizza hut and order a large pizza with ham and mushrooms,takeaway_order
8896,i want two burgers and one coke order it fast,takeaway_order
8897,order the usual from turiellos pizza,takeaway_order
8898,hey i'd like you to order burger,takeaway_order
8899,order some takeaway food,takeaway_order
8900,find food and order,takeaway_order
8901,noodles one pack make it as takeaway,takeaway_order
8902,order me a byron from deliveroo,takeaway_order
8903,order two cheeseburgers from wings n. ale on university drive,takeaway_order
8904,order me some chinese food,takeaway_order
8905,show me delivery near me,takeaway_order
8906,order me the fish risotto from the golden fork,takeaway_order
8907,can i order take out food at this time,takeaway_order
8908,place a take out order at olive garden,takeaway_order
8909,please order some sushi for dinner,takeaway_order
8910,i'm in the mood to order takeaway,takeaway_order
8911,search for pizza nearby,takeaway_order
8912,order a double bacon cheeseburger with bacon an white american cheese,takeaway_order
8913,call the nearest pizza place that offers buffalo pizza,takeaway_order
8914,find restaurant order food name,takeaway_order
8915,schedule a delivery from food at the nearby takeaway diner,takeaway_order
8916,order a takeaway sandwich and soup from the italian's,takeaway_order
8917,can you please order some food for me,takeaway_order
8918,order a large pepperoni pizza from dominos to go,takeaway_order
8919,give me the best pizza deals offered today,takeaway_order
8920,hey order me some take out from jason's deli,takeaway_order
8921,hey call the nearest chinese restaurant for a takeaway,takeaway_order
8922,open the grubhub app so i can order take out,takeaway_order
8923,can you order me some pizza,takeaway_order
8924,order some fried chicken from church's chicken via grubhub,takeaway_order
8925,free home delivery,takeaway_order
8926,call pizza hut and find out if my order is ready,takeaway_query
8927,find a pizza restaurant open until noon,takeaway_query
8928,does my favourite pizza place available for takeaway,takeaway_query
8929,do the restaurant deliver,takeaway_query
8930,does pf changs do takeout,takeaway_query
8931,find my thai takeaways around grassmarket,takeaway_query
8932,look to see if luigi's has takeaway,takeaway_query
8933,does john's pizza have takeaway,takeaway_query
8934,can i get takeout from pf changs,takeaway_query
8935,where is an olive garden that does takeaway,takeaway_query
8936,how much time it will take to prepare the order,takeaway_query
8937,when i will get the delivery,takeaway_query
8938,when is my takeaway going to get here,takeaway_query
8939,when will my food be ready,takeaway_query
8940,does restaurant have takeaway,takeaway_query
8941,can i get delivery from this restaurant,takeaway_query
8942,what is the status of my order,takeaway_query
8943,when do i need to leave to pick up my order,takeaway_query
8944,prepare the order as soon as possible,takeaway_query
8945,could you please confirm if paradise does takeaway,takeaway_query
8946,is my order ready for pick up now,takeaway_query
8947,restaurant delivery update,takeaway_query
8948,does paradise has takeaway,takeaway_query
8949,when my takeaway order will arrive,takeaway_query
8950,is there a takeaway in chipotle restaurant,takeaway_query
8951,when can i pick up my order,takeaway_query
8952,how long until my takeaway,takeaway_query
8953,what time is my domino's order expected to arrive,takeaway_query
8954,can i get an order delivered from romero's,takeaway_query
8955,please check if paradise does takeaway,takeaway_query
8956,check to see if pizza hut has my order on the way,takeaway_query
8957,does dominos deliver,takeaway_query
8958,when did i place my order and what was the projected time it would take,takeaway_query
8959,ask peking garden when my food will arrive,takeaway_query
8960,ask if deliver,takeaway_query
8961,is my order ready,takeaway_query
8962,whats up with my takeaway,takeaway_query
8963,does fongs have delivery,takeaway_query
8964,how many minutes do i need to wait to pick up my food from china on the go,takeaway_query
8965,check the status of my order,takeaway_query
8966,does the nearby chinese restaurant do delivery,takeaway_query
8967,find my food,takeaway_query
8968,does the nearby pizza hut deliver in my area,takeaway_query
8969,can i get the food to go,takeaway_query
8970,what is the phone number for the nearest location of church's chicken,takeaway_query
8971,will arby's offer takeaway,takeaway_query
8972,what's up with my order,takeaway_query
8973,does this restaurant only do carryout,takeaway_query
8974,call the restaurant to see if the delivery is on the way,takeaway_query
8975,look up whether or not charley's steakhouse delivers,takeaway_query
8976,when will by order from taco bell be delivered,takeaway_query
8977,i just ordered food call and see it has been delivered,takeaway_query
8978,what is happening to my order,takeaway_query
8979,can i get takeaway from arby's,takeaway_query
8980,domino's delivery status,takeaway_query
8981,please takeaway of giving required of the restaurant,takeaway_query
8982,please find out of charley's steakhouse delivers,takeaway_query
8983,tell me which catering packages are available,takeaway_query
8984,hey does that restaurant have takeout,takeaway_query
8985,is the restaurant having delivery facility,takeaway_query
8986,tell me when taco bell can deliver my dinner,takeaway_query
8987,most rated delivery options for chinese food,takeaway_query
8988,is gus's a take out place,takeaway_query
8989,does lechateau have delivery service or only takeaway,takeaway_query
8990,can i take food home here,takeaway_query
8991,can i get takeaway from pings,takeaway_query
8992,does charley's steakhouse deliver,takeaway_query
8993,does the nearby dominos have delivery,takeaway_query
8994,does that restaurant allow take out orders,takeaway_query
8995,search if the restaurant does take out,takeaway_query
8996,tell me if taco bell delivers,takeaway_query
8997,find if takeaway possible in restaurant pizzahouse,takeaway_query
8998,what happened to my pizza order it has been an hour since i ordered,takeaway_query
8999,maximum kilometer to delivery,takeaway_query
9000,what time can i pick up my food,takeaway_query
9001,where is the closest spot to order food for pickup,takeaway_query
9002,does it offer pick up,takeaway_query
9003,does peking garden deliver,takeaway_query
9004,what is the status of last take away order,takeaway_query
9005,can i get delivery from dominos,takeaway_query
9006,when is my food going to be here,takeaway_query
9007,i want some curry to go any recommendations,takeaway_query
9008,does the restaurant have delivery,takeaway_query
9009,will the pizza be here soon,takeaway_query
9010,is fongs dine in only,takeaway_query
9011,does panda garden deliver,takeaway_query
9012,does the restaurant have carryout,takeaway_query
9013,whats with my dinner order,takeaway_query
9014,status for the pizza delivery from pizza hut,takeaway_query
9015,do they have takeout,takeaway_query
9016,please could you tell me if george's geek restaurant can i order takeaway from there,takeaway_query
9017,where can i order takeout,takeaway_query
9018,does shibaru sushi deliver,takeaway_query
9019,does pizza hut have delivery,takeaway_query
9020,does chinese deliver,takeaway_query
9021,does fridays do takeaway,takeaway_query
9022,does arby's do takeaway,takeaway_query
9023,does pf changs accept takeout orders,takeaway_query
9024,is there takeaway at donut junction,takeaway_query
9025,any restaurant in the beautiful,takeaway_query
9026,will the restaurant deliver the order,takeaway_query
9027,find out if the restaurant does takeaway orders,takeaway_query
9028,when is taco bell going to arrive,takeaway_query
9029,do you serve for home delivery,takeaway_query
9030,can it takeaway from ammi biryani,takeaway_query
9031,which restaurants offer take out food,takeaway_query
9032,what is the status on my latest order,takeaway_query
9033,tell me the soup of the day at panera bread restaurant,takeaway_query
9034,does that restaurant deliver,takeaway_query
9035,current status of take out order,takeaway_query
9036,when can i pick up my chinese food,takeaway_query
9037,take out available louies,takeaway_query
9038,where is my food,takeaway_query
9039,is dinner ready yet,takeaway_query
9040,how is my order,takeaway_query
9041,does ming ten do take out,takeaway_query
9042,i want to know if the olive garden provides takeaway,takeaway_query
9043,tell me if the olive garden allows takeaway,takeaway_query
9044,does mcdonalds do takeaway,takeaway_query
9045,how long until my order is ready,takeaway_query
9046,who takes less of duration of time for delivery,takeaway_query
9047,charges of delivery,takeaway_query
9048,is there takeaway at papa john's,takeaway_query
9049,does brick grill deliver,takeaway_query
9050,will they deliver to me,takeaway_query
9051,can i get delivery from here,takeaway_query
9052,hey does open sesame do take out,takeaway_query
9053,does pizza hut have my order ready,takeaway_query
9054,find out if the olive garden will let me do takeaway,takeaway_query
9055,how long until my order arrives,takeaway_query
9056,remember i've ordered a cake for tonight's birthday party let me know the status please,takeaway_query
9057,is the last order is ready,takeaway_query
9058,does mr pizza deliver,takeaway_query
9059,does this restaurant deliver,takeaway_query
9060,i've cancelled the order placed at mcd did it go through,takeaway_query
9061,is michael's a takeaway or delivery restaurant,takeaway_query
9062,last take away order,takeaway_query
9063,can i carry out with this restaurant,takeaway_query
9064,are there any takeaways around here,takeaway_query
9065,is there a takeout menu at the restaurant,takeaway_query
9066,how much longer until my pizza will be here,takeaway_query
9067,hello i would like to know whether you provide home delivery services,takeaway_query
9068,tell me all the takeaways nearby and i want to order food,takeaway_query
9069,takeaway status,takeaway_query
9070,does vocelli's do takeaway,takeaway_query
9071,could you please recommend a mexican restaurant for take out,takeaway_query
9072,does olive garden have take out,takeaway_query
9073,what is the status on my takeout,takeaway_query
9074,when is my order ready,takeaway_query
9075,when will my chinese food arrive,takeaway_query
9076,does restaurant royale deliver takeaway,takeaway_query
9077,where is my pizza from domino's at,takeaway_query
9078,can i pick up my large order at pizza hut,takeaway_query
9079,does restaurant has home delivery,takeaway_query
9080,do they deliver,takeaway_query
9081,does pings have takeaway,takeaway_query
9082,hows the food order going,takeaway_query
9083,does dominos has a delivery option,takeaway_query
9084,what asian restaurants nearby offer to go food,takeaway_query
9085,check the status of my pizza hut order please,takeaway_query
9086,when will my chinese food be delivered,takeaway_query
9087,does fongs do carry out,takeaway_query
9088,status of take away,takeaway_query
9089,is mr pizza on skip the dishes,takeaway_query
9090,does peking garden take orders over the phone,takeaway_query
9091,does peking garden do orders online,takeaway_query
9092,does this place do takeaway,takeaway_query
9093,can i order olive garden to go,takeaway_query
9094,when is my order arriving,takeaway_query
9095,check on the delivery of my current order,takeaway_query
9096,check the dish price and all,takeaway_query
9097,reviews of the restaurants,takeaway_query
9098,domino's has takeaway right,takeaway_query
9099,where can i get a shot of tequila and some to go mexican food,takeaway_query
9100,does that restaurant allow call in orders,takeaway_query
9101,what time will i arrive in austin tx,transport_query
9102,what time is the train passing by,transport_query
9103,what time does the train to iowa leave,transport_query
9104,when is my train coming,transport_query
9105,directions to sainsburys,transport_query
9106,when does the train from kansas city to iowa leave,transport_query
9107,what time does the train leave for chicago,transport_query
9108,what times may i travel to location a,transport_query
9109,route to melbourne,transport_query
9110,how long to get downtown,transport_query
9111,direct me towards nearest railway station,transport_query
9112,how long does it take to get the train from rome to paris,transport_query
9113,tell me the train ticket price of california to chicago,transport_query
9114,whats the best way to france,transport_query
9115,i want to go to bank of america give me directions,transport_query
9116,how do i get from my house to the target along I forty,transport_query
9117,what is the amount for train ticket booking,transport_query
9118,when is the next train to london,transport_query
9119,what time does the first train depart from chicago,transport_query
9120,what are the train times today,transport_query
9121,how far is walmart from here,transport_query
9122,what time are the trains going to chennai leaving,transport_query
9123,is the four hundred and thirty pm train running late,transport_query
9124,i would like to know the train timings to bournemouth tomorrow,transport_query
9125,show me the shortest route towards nearest train station,transport_query
9126,next train to dc,transport_query
9127,running train status to vienna,transport_query
9128,could you list out the list of trains heading to chester the day after,transport_query
9129,how long does it take to get there,transport_query
9130,how do i get to brighton,transport_query
9131,can you reserve a ticket to grand rapids by train,transport_query
9132,can you get me train ticket prices please,transport_query
9133,where is the closest train depot,transport_query
9134,what time does the train arrive in sacremento,transport_query
9135,show me the path of nearest railway station,transport_query
9136,please send me info on how to go about purchasing a train ticket to new york,transport_query
9137,are there any trips to location a provided by the train,transport_query
9138,i want to go to mcdo,transport_query
9139,show trains and time to ny,transport_query
9140,how much for a train ticket,transport_query
9141,what is the quickest way to my work downtown without hitting any traffic,transport_query
9142,give me directions for the place,transport_query
9143,train departure,transport_query
9144,is there a connecting train from london to paris and what time,transport_query
9145,search cost for amtrak luxury to los angeles,transport_query
9146,when is the next train to glasgow from aberdeen,transport_query
9147,can you please let me know the next four scheduled trains to chicago,transport_query
9148,tell me if i should use the train or bus to get across town today,transport_query
9149,what is the time train coming from sacramento,transport_query
9150,visit metronorth dot com to help me purchase train tickets,transport_query
9151,tell me today's direction,transport_query
9152,can you get me a train ticket to nyc,transport_query
9153,show directions to pondy,transport_query
9154,search earliest trains to brooklyn ny weekends and holidays,transport_query
9155,are there any available train tickets to reserve,transport_query
9156,what is the cheapest ticket available next week for a round trip three day trip to iceland,transport_query
9157,i need the arrival time for new york train,transport_query
9158,train to athens how to,transport_query
9159,what time is the train to san francisco due,transport_query
9160,go to agha station,transport_query
9161,how do i get to the mall,transport_query
9162,what time does the train arrive at edinburgh,transport_query
9163,how do i get from where i'm at to universal in orlando florida,transport_query
9164,train times location,transport_query
9165,tell me how to get from here to the chimes in covington,transport_query
9166,what time does the last train arrive in dallas,transport_query
9167,please tell em the list of trains to chicago via california,transport_query
9168,search for trains leaving tonight for london,transport_query
9169,what is time of indianapolis express,transport_query
9170,how long is it from dalls to san antonio by train,transport_query
9171,tell me the trains from california to new jersey after eleven pm,transport_query
9172,what are the train times between eight am and ten am at east chicago station going west on sunday,transport_query
9173,what is the departure time for the next train leaving new york city,transport_query
9174,give me train times from station to location,transport_query
9175,what times do the trains run between here and the met,transport_query
9176,how can i go from boston to new york by train,transport_query
9177,is the train time to a location long,transport_query
9178,what is the fastest way to get to starbucks,transport_query
9179,can you see if there any trains going to,transport_query
9180,what time does the train departs lagos,transport_query
9181,how long is the walk from nyack to valley cottage,transport_query
9182,calculate the travel time if i go to orlando by train,transport_query
9183,find a train going from prague to brno,transport_query
9184,price of train ticket from delhi to mumbai,transport_query
9185,please give me directions to a park near me,transport_query
9186,what are the prices to get to chicago on a train book the cheapest one,transport_query
9187,what time does the train to place leave,transport_query
9188,can i get the directions to the nearest bar,transport_query
9189,when is the next train to b street,transport_query
9190,when is the next train leaving for austin,transport_query
9191,show me today train time of kalka at jodhpur,transport_query
9192,what time does the train arrive,transport_query
9193,is there a train from philadelphia to new york city at noon,transport_query
9194,what is the time of the morning train headed to chicago,transport_query
9195,where is the closest mexican restaurant,transport_query
9196,what trips are available from new york city to poughkeepsie,transport_query
9197,how long i can go to dundee,transport_query
9198,how do i get to poughkeepsie from new york city,transport_query
9199,fix the driving route from here to grant market,transport_query
9200,how do i go to athens by train,transport_query
9201,directions to nearest apple store,transport_query
9202,how do i get to the grocery store,transport_query
9203,check time of kalka train from jodhpur station on monday,transport_query
9204,how often does the train arrive and depart from penn station,transport_query
9205,take me to tnagar,transport_query
9206,how much is a train ticket to san fransisco,transport_query
9207,when indianapolis express will reach indiana,transport_query
9208,can you give me train times for ann arbor,transport_query
9209,when is the next train arriving to union station from grand central station,transport_query
9210,how much is a round trip train ticket to go to new york,transport_query
9211,directions to virginia beach va,transport_query
9212,give me the driving directions from faripir to gurpur,transport_query
9213,when is the next train to philadelphia,transport_query
9214,i need directions to lowes in mount h nj,transport_query
9215,display trains going to antwerp after two pm saturday,transport_query
9216,when does the next train to work leave,transport_query
9217,what time does the train depart from downtown los angeles to santa barbara,transport_query
9218,you need to find an alternate route to my destination,transport_query
9219,what time is the last train headed to chicago,transport_query
9220,what is the route to the closest mcdonalds,transport_query
9221,when is the last train today,transport_query
9222,what is the most convenient hour to catch a train to york on Saturday,transport_query
9223,map out a route from here to abita brew pub,transport_query
9224,directions to mcdo,transport_query
9225,can you find me a train ticket to montauk,transport_query
9226,can i have timing of keral express,transport_query
9227,please list the available rain trips to location a,transport_query
9228,what street do i take to get to downtown,transport_query
9229,how do i get to starbucks,transport_query
9230,when is the next train to new york,transport_query
9231,what time does the train from new york come in,transport_query
9232,find me a train ticket for the next trip to washington dc,transport_query
9233,how to get somewhere,transport_query
9234,how long does it take for the train to get to orlando,transport_query
9235,where is the nearest train to me,transport_query
9236,what is the estimated travel time for the train ride to orlando,transport_query
9237,tell me the time when punjab mail will reach gwalior,transport_query
9238,tell me the direction to miami from chicago,transport_query
9239,tell me the exact arrival time of train from newcastle to edinburgh,transport_query
9240,whats the travel time from here to dallas by train,transport_query
9241,give me directions to get from here to crescent city brewhouse in new orleans,transport_query
9242,what are the train times from san francisco to new york,transport_query
9243,i need a train ticket to denver,transport_query
9244,how to go to multi specialty hospital,transport_query
9245,siri find train tickets to nc,transport_query
9246,show me today all train times of next two hours at jodhpur to pali,transport_query
9247,find me the distance and direction by train to rccg in ikoyi lagos,transport_query
9248,give the shortest route to the airport,transport_query
9249,train times to new york,transport_query
9250,can i get a train ticket to chicago for next saturday around noon,transport_query
9251,show me today all train times of next two hours at jodhpur to jaisalmer,transport_query
9252,what is the timing of bagmati express,transport_query
9253,i'd like a train ticket to this location,transport_query
9254,train schedule,transport_query
9255,i would like to know the route the train will go to get to miami,transport_query
9256,what are departure arrival times for this train,transport_query
9257,get me the local train timing to destination cstm,transport_query
9258,find ny train time,transport_query
9259,can you give me the train times to nyc,transport_query
9260,how far is orlando from my house,transport_query
9261,how far is the distance to rccg ikoyi lagos from here by train,transport_query
9262,give me the train time,transport_query
9263,directions to the target on I forty,transport_query
9264,train times to glasgow,transport_query
9265,when does the last train from work leave,transport_query
9266,how long until we get to chicago,transport_query
9267,get me train times to location from station,transport_query
9268,how far is it from tokyo to dallas,transport_query
9269,how do i book a train ticket online,transport_query
9270,is there any train plying from pune to mumbai tonight,transport_query
9271,give me the list of available train tickets from edinburgh to leeds,transport_query
9272,when is the next septa train to philadelphia,transport_query
9273,get me directions to meijer,transport_query
9274,from where can i get a train ticket for athens,transport_query
9275,can you look up train ticket prices for me,transport_query
9276,call an uber for me,transport_taxi
9277,call a taxi for me,transport_taxi
9278,find the nearest taxi,transport_taxi
9279,please book a taxi for me,transport_taxi
9280,book a taxi uber,transport_taxi
9281,book ola cab for now,transport_taxi
9282,open uber app and book me a car for pick up at the airport,transport_taxi
9283,book me a taxi to the mall of america please,transport_taxi
9284,book me a taxi,transport_taxi
9285,book taxi to new york city,transport_taxi
9286,find transportation to rome,transport_taxi
9287,call a taxi company,transport_taxi
9288,find a taxi to book,transport_taxi
9289,get me the number for local taxi service,transport_taxi
9290,find a taxi service close to me,transport_taxi
9291,i need a ride home,transport_taxi
9292,call city cab to airport,transport_taxi
9293,call a taxi for me to where i am currently located,transport_taxi
9294,i am going to chinatown in half an hour book an uber for me,transport_taxi
9295,hail taxi,transport_taxi
9296,book a taxi to the airport,transport_taxi
9297,open the uber app and get me a car please,transport_taxi
9298,catcha a ride,transport_taxi
9299,could you please have uber be at my house in fifteen minutes,transport_taxi
9300,send golden taxi to pick me up as soon as possible,transport_taxi
9301,please reserve the next taxi a nine am,transport_taxi
9302,book an uber to the nearest mall in the next half hour,transport_taxi
9303,call me a taxi,transport_taxi
9304,find a taxi to go home,transport_taxi
9305,i need a taxi to take me to the airport please,transport_taxi
9306,call an uberpool to get me at long island bar,transport_taxi
9307,i need a taxi uber,transport_taxi
9308,call me an uber to the movie theater,transport_taxi
9309,call a car for me,transport_taxi
9310,i need a taxi ride now,transport_taxi
9311,open uber and book a car for twelve o'clock,transport_taxi
9312,i need a taxi at eight tomorrow morning to take me to work,transport_taxi
9313,i need to book a taxi,transport_taxi
9314,set up uber,transport_taxi
9315,what's the closest taxi to me,transport_taxi
9316,need a taxi for my travel,transport_taxi
9317,book my nearest available taxi,transport_taxi
9318,where is the closest uber,transport_taxi
9319,call a uber in thirty minutes,transport_taxi
9320,get city cab here to airport,transport_taxi
9321,book a rental cab of uber,transport_taxi
9322,uber please,transport_taxi
9323,tell taxi to pick me up at four pm,transport_taxi
9324,can you call an uber for me,transport_taxi
9325,find a taxi for me,transport_taxi
9326,book a taxi at my home address for right now,transport_taxi
9327,book a taxi for me,transport_taxi
9328,book uber taxi for my travel,transport_taxi
9329,book ola for airport today evening,transport_taxi
9330,taxi uber,transport_taxi
9331,book a local cab,transport_taxi
9332,can you book an uber for me,transport_taxi
9333,send a taxi to come pick me up from my location,transport_taxi
9334,call me a cab,transport_taxi
9335,check in a taxi for booking,transport_taxi
9336,book me a taxi for one pm,transport_taxi
9337,make a taxi booking in uber,transport_taxi
9338,help me find transportation to the mall of america,transport_taxi
9339,get me a uber,transport_taxi
9340,could you please book a cab for me in uber from la to ny today,transport_taxi
9341,call a cab,transport_taxi
9342,please call a taxi to arrive at four hundred and take me to the manor theater,transport_taxi
9343,uber me to the airport,transport_taxi
9344,get me a car,transport_taxi
9345,book a cab for new york,transport_taxi
9346,i need a taxi to go home,transport_taxi
9347,please reserve an uber right now,transport_taxi
9348,call golden taxi to pick me up at seven pm today,transport_taxi
9349,find me a ride to the mall of america please,transport_taxi
9350,i need a cab in thirty minutes,transport_taxi
9351,i need a taxi in thirty minutes,transport_taxi
9352,could you please book me a taxi going to location,transport_taxi
9353,book an uber to pick me up now,transport_taxi
9354,please book me a taxi uber,transport_taxi
9355,book me a ride,transport_taxi
9356,what is the number of the closest taxi company,transport_taxi
9357,call rta and book a taxi for three o'clock in the morning,transport_taxi
9358,book a taxi to go to the movies at one,transport_taxi
9359,need a taxi tomorrow at eight in the morning,transport_taxi
9360,book a cab to office for me,transport_taxi
9361,could you please hire me a taxi to go to the opera tonight,transport_taxi
9362,open uber,transport_taxi
9363,book an uber for me,transport_taxi
9364,book an outstation cab of ola,transport_taxi
9365,call me a cab to the train station,transport_taxi
9366,find me a taxi,transport_taxi
9367,book an uber from my location to the theatre,transport_taxi
9368,just book for me a lyft taxi to bardonia,transport_taxi
9369,book me a taxi to leith in half an hour,transport_taxi
9370,find an uber on twenty ninth,transport_taxi
9371,schedule city cab from home to airport at eight am,transport_taxi
9372,can i get a taxi to come to my house in an hour,transport_taxi
9373,book a taxi to the airport for tomorrow morning,transport_taxi
9374,book uber for tonight at seven pm,transport_taxi
9375,get me a taxi,transport_taxi
9376,get me an uber,transport_taxi
9377,find the nearest uber,transport_taxi
9378,get me a ride to hospital,transport_taxi
9379,i need a uber to my current location,transport_taxi
9380,please book a taxi in uber for me to go to the airport today,transport_taxi
9381,find me an uber,transport_taxi
9382,reserve the closest uber,transport_taxi
9383,can you get me a taxi home,transport_taxi
9384,call me a taxi to the airport at five am,transport_taxi
9385,i need a ride in an hour,transport_taxi
9386,open lyft,transport_taxi
9387,look for a taxi to go home,transport_taxi
9388,can you book me a taxi,transport_taxi
9389,please book a taxi for me to go to the railway station,transport_taxi
9390,schedule taxi pickup for monday at noon,transport_taxi
9391,please send a taxi to my house,transport_taxi
9392,i need you to book a taxi for me,transport_taxi
9393,call an uber now,transport_taxi
9394,request a taxi from udrive service,transport_taxi
9395,find a ride to the bar,transport_taxi
9396,i need a taxi for tomorrow at seven pm to the arena,transport_taxi
9397,call me an uber for right now,transport_taxi
9398,book a cab which have cheapest price,transport_taxi
9399,please book the next taxi,transport_taxi
9400,schedule me a taxi for after my thursday meeting,transport_taxi
9401,can i get an uber home from the fox downtown as soon as possible,transport_taxi
9402,send an uber to me right now,transport_taxi
9403,book taxi for now,transport_taxi
9404,reserve a taxi,transport_taxi
9405,book me a cab,transport_taxi
9406,book an uber for one hour from now,transport_taxi
9407,taxi now,transport_taxi
9408,set up a taxi for eleven am tomorrow,transport_taxi
9409,i need a taxi to pick me up at the house and take me downtown,transport_taxi
9410,call taxi,transport_taxi
9411,google uber,transport_taxi
9412,i am in need of a taxi right now,transport_taxi
9413,book an uber to los angeles cinemas in one hour,transport_taxi
9414,call a taxi to pick me up right now,transport_taxi
9415,book me an uber ride to go home,transport_taxi
9416,book a taxi for pickup at my current location in one hour's time,transport_taxi
9417,can you call a taxi,transport_taxi
9418,book an outstation cab for tomorrow,transport_taxi
9419,book me golden taxi for today at five pm,transport_taxi
9420,can you book an uber tomorrow,transport_taxi
9421,flag me an uber for ten pm tonight,transport_taxi
9422,book for me an uber taxi to bardonia,transport_taxi
9423,check all cab companies and get a time booked for three pm,transport_taxi
9424,call a taxi for me to arrive tonight at five,transport_taxi
9425,arrange a taxi,transport_taxi
9426,get me a taxi to take me to the airport on friday at five thirty am,transport_taxi
9427,book me a cab going to location,transport_taxi
9428,i need to get to location call a cab,transport_taxi
9429,get me an uber please,transport_taxi
9430,lets get a taxi,transport_taxi
9431,book a cab in the evening for me,transport_taxi
9432,book a taxi for tomorrow morning,transport_taxi
9433,request an uber now,transport_taxi
9434,book uber from my home,transport_taxi
9435,book me an uber please,transport_taxi
9436,can you book an uber after i left for office,transport_taxi
9437,i need a ride to the airport,transport_taxi
9438,book a taxi to airport for me in the evening,transport_taxi
9439,book me a train ticket in any train to bombay for tomorrow,transport_ticket
9440,i need the current dart rail schedule from west irving station to north lake college,transport_ticket
9441,schedule a journey to las vegas by train,transport_ticket
9442,book a train ticket to boston tomorrow,transport_ticket
9443,reserve a seat for me on the train march twentieth,transport_ticket
9444,confirm a travel ticket to german,transport_ticket
9445,i want a train ticket,transport_ticket
9446,please book a train ticket from jodhpur to jaisalmer on sunday,transport_ticket
9447,book a train ticket for one one way for this tuesday at nine am,transport_ticket
9448,get me a seat on the next train going to new york,transport_ticket
9449,order a train ticket to boston,transport_ticket
9450,show me train tickets,transport_ticket
9451,book a train ticket for me,transport_ticket
9452,can you please buy me a train ticket,transport_ticket
9453,book a train for twenty two march at twelve pm,transport_ticket
9454,book ticket to depart in the morning,transport_ticket
9455,secure train passage for me on july three,transport_ticket
9456,i want a train ticket to oregon,transport_ticket
9457,can you please book train tickets for two for this friday,transport_ticket
9458,i want to book rajdhani train ticket from mumbai to ahmadabad,transport_ticket
9459,please book train ticket to new york,transport_ticket
9460,book me the cheapest train ticket to new york,transport_ticket
9461,best ticket price air plane to chester on the twenty first,transport_ticket
9462,book a ticket for today in irctc site for the stored information,transport_ticket
9463,i need a train ticket to rome book ticket,transport_ticket
9464,help me book a train ticket,transport_ticket
9465,i need the times for the south bound train on allison rd,transport_ticket
