,sentence,intents,clean_sentence
7482,food order from grubhub,takeaway_order,food order grubhub
7483,i want to order some takeout food,takeaway_order,want order takeout food
7484,get us spaghetti from pizza hut,takeaway_order,get u spaghetti penza hut
7485,what mexican restaurants are there nearby for takeout,takeaway_order,mexican restaur nearbi takeout
7486,can you order me a pizza today from dominos,takeaway_order,order penza today dominion
7487,i want to eat something will you order food for me,takeaway_order,want eat someth order food
7488,order food from applebees,takeaway_order,order food applebe
7489,place an order for two pizzas from dominoes,takeaway_order,place order two pizza dominion
7490,i want to order some food,takeaway_order,want order food
7491,from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway_order,want kitchen restaur home deliveri chicken anyhow soup
7492,i want to order a takeaway from papa john's,takeaway_order,want order takeaway papa john '' s
7493,call domino's pizza,takeaway_order,call domingo '' s penza
7494,id like to put in an order for some chinese food with hunan wok,takeaway_order,id like put order chine food human work
7495,order one burger,takeaway_order,order one burgher
7496,start a takeaway order for me,takeaway_order,start takeaway order
7497,find and order domino pizza at nearest store of domino,takeaway_order,find order domingo penza nearest store domingo
7498,order ribs for dinner,takeaway_order,order rib dinner
7499,order a large pan pizza with ham and mushrooms from pizza hut,takeaway_order,order larg pan penza ham mushroom penza hut
7500,find the nearest olive garden that has take out service,takeaway_order,find nearest oliv garden take servic
7501,any good fast food items,takeaway_order,good fast food item
7502,can you order me some buffalo chicken pizza,takeaway_order,order buffalo chicken penza
7503,order a pizza,takeaway_order,order penza
7504,who delivers near here,takeaway_order,deliv near
7505,what places can i order takeout from near by,takeaway_order,place order takeout near
7506,give me options for indian carryout under dollars,takeaway_order,give option indian carrot dollar
7507,i want to order some takeaway food,takeaway_order,want order takeaway food
7508,i want to order some chinese food tonight what's delivering to me,takeaway_order,want order chine food tonight what '' s deliv
7509,call china wok,takeaway_order,call china work
7510,hey order two wings with french fries from the chinese food store,takeaway_order,hey order two wing french fire chine food store
7511,i am so hungry and tired and i think i might order some food now,takeaway_order,hungri tire think might order food
7512,order a large plain pizza from mimo's for me,takeaway_order,order larg plain penza mimi '' s
7513,order a pizza with sausage from domino's,takeaway_order,order penza sausag domingo '' s
7514,please order me lo mein and egg rolls from panda express now,takeaway_order,plea order lo mein egg roll and express
7515,call and order pizza for delivery,takeaway_order,call order penza deliveri
7516,checkout subway food centre near me and order tandoori roti,takeaway_order,checkout subway food centr near order tandoori roi
7517,please order take from jason's deli,takeaway_order,plea order take jason '' s delhi
7518,can you direct me to the menu for the highest rated chinese carryout near me,takeaway_order,direct menu highest rate chine carrot near
7519,place an order for a pepperoni pizza at papa johns,takeaway_order,place order pepperoni penza papa john
7520,when i get home can you please order a pizza,takeaway_order,get home plea order penza
7521,i want to order chinese takeout,takeaway_order,want order chine takeout
7522,get me takeaway food,takeaway_order,get takeaway food
7523,order spaghetti from spaghetti warehouse to bring home,takeaway_order,order spaghetti spaghetti warehous bring home
7524,macdonald shops,takeaway_order,macdonald shop
7525,place an order for a combo platter from china buffet,takeaway_order,place order comb latter china buffet
7526,can i order takeaway from spanish place,takeaway_order,order takeaway spanish place
7527,confirm the order and send me the confirmation,takeaway_order,confirm order send confirm
7528,order me a large ham and olive pizza from dominos,takeaway_order,order larg ham oliv penza dominion
7529,please order my favorite dish from my favorite restaurant,takeaway_order,plea order favorit dish favorit restaur
7530,i want to order a pizza from michael's pizza,takeaway_order,want order penza michael '' s penza
7531,i want to eat two pita gyros please and some diet coke,takeaway_order,want eat two piti gro plea diet come
7532,what are the offers in uber eats,takeaway_order,offer user eat
7533,hi i want to order fried chick with white sauce,takeaway_order,hi want order fri thick white sauc
7534,order pizza from domino's,takeaway_order,order penza domingo '' s
7535,hey order a side of hot wings with my previous order,takeaway_order,hey order side hot wing previou order
7536,put an order in for two pizzas from dominoes,takeaway_order,put order two pizza dominion
7537,order takeout from pizza restaurant,takeaway_order,order takeout penza restaur
7538,order chinese from china spring wonton soup and a small beef and broccoli,takeaway_order,order chine china spring wanton soup small beef broccoli
7539,near pizza shops,takeaway_order,near penza shop
7540,i am really craving for chinese food right now please let me order take out,takeaway_order,realli crave chine food right plea let order take
7541,places to order takeaway food,takeaway_order,place order takeaway food
7542,order me postmates of mcdonald,takeaway_order,order postmast macdonald
7543,can you order me takeout,takeaway_order,order takeout
7544,call the nearest thai restaurant with delivery,takeaway_order,call nearest that restaur deliveri
7545,pull up peking garden online,takeaway_order,pull peke garden onlin
7546,order two pizzas from dominoes,takeaway_order,order two pizza dominion
7547,order takeout pizza from domino's for seven pm,takeaway_order,order takeout penza domingo '' s seven pm
7548,grubhub order,takeaway_order,grubhub order
7549,i need to order some food from papa john's,takeaway_order,need order food papa john '' s
7550,can i order takeaway dinner from byron's,takeaway_order,order takeaway dinner byron '' s
7551,order takeout,takeaway_order,order takeout
7552,get me some food,takeaway_order,get food
7553,order a twelve piece honey mustard wing combo with seasonimg altnon the fries and a sprite as the drink,takeaway_order,order twelv piec honey mustard wing comb reason alton fire spite drink
7554,is is taco o'clock yet,takeaway_order,tact o '' clock yet
7555,i would like to order some takeout,takeaway_order,would like order takeout
7556,schedule pizza takeout for seven pm,takeaway_order,schedul penza takeout seven pm
7557,i would like to have a sushi can you order me a lunch,takeaway_order,would like such order lunch
7558,i want to order some pizza,takeaway_order,want order penza
7559,find hotel order food name,takeaway_order,find hotel order food name
7560,what is the best pizza near me that delivers,takeaway_order,best penza near deliv
7561,please order me pizza and wings from papa johns now,takeaway_order,plea order penza wing papa john
7562,i need two pizzas stat,takeaway_order,need two pizza state
7563,find and order rasgulla of janta sweet home pvt ltd,takeaway_order,find order rasgulyay santa sweet home put ltd
7564,call the closest mexican restaurant,takeaway_order,call closest mexican restaur
7565,it's time for junk food,takeaway_order,time june food
7566,checkout domino centre near me and order cheese pizza,takeaway_order,checkout domingo centr near order chees penza
7567,get large pizza with pepperoni,takeaway_order,get larg penza pepperoni
7568,order the best priced general tofu in nyack,takeaway_order,order best price gener of back
7569,order me chinese food,takeaway_order,order chine food
7570,order a meal from a nice restaurant,takeaway_order,order meal nice restaur
7571,open grubhub,takeaway_order,open grubhub
7572,order a medium pizza with pepperoni and bacon on its,takeaway_order,order medium penza pepperoni bacon
7573,order two medium cheese and one medium pepperoni pizza from dominoes,takeaway_order,order two medium chees one medium pepperoni penza dominion
7574,show me nearby takeout restaurants,takeaway_order,show nearbi takeout restaur
7575,please order me some takeout,takeaway_order,plea order takeout
7576,can you please order me some mcdonalds,takeaway_order,plea order macdonald
7577,tell the golden fork that i want their fish risotto delivered,takeaway_order,tell golden fork want fish risotto deliv
7578,could you order sushi for tonight dinner,takeaway_order,could order such tonight dinner
7579,call china king chinese restaurant,takeaway_order,call china king chine restaur
7580,i'm hungry show me some takeaway food,takeaway_order,i '' m hungri show takeaway food
7581,i feel like having soup for lunch order from wangs kitchen restaurant a chicken manchow soup,takeaway_order,feel like soup lunch order want kitchen restaur chicken anyhow soup
7582,yo order take out from jason's deli on sixth ave,takeaway_order,to order take jason '' s delhi sixth ave
7583,order a takeaway,takeaway_order,order takeaway
7584,call pf chang's to order me egg foo young,takeaway_order,call of chang '' s order egg foo young
7585,any fast food meal offers,takeaway_order,fast food meal offer
7586,order mcdonalds,takeaway_order,order macdonald
7587,can i order take out from licari's,takeaway_order,order take liar '' s
7588,have pho send three egg rolls,takeaway_order,who send three egg roll
7589,contact pizza hut and order a large pizza with ham and mushrooms,takeaway_order,contact penza hut order larg penza ham mushroom
7590,i want two burgers and one coke order it fast,takeaway_order,want two burgher one come order fast
7591,order the usual from turiellos pizza,takeaway_order,order usual turiello penza
7592,hey i'd like you to order burger,takeaway_order,hey i '' d like order burgher
7593,order some takeaway food,takeaway_order,order takeaway food
7594,find food and order,takeaway_order,find food order
7595,noodles one pack make it as takeaway,takeaway_order,nodul one pack make takeaway
7596,order me a byron from deliveroo,takeaway_order,order byron deliv
7597,order two cheeseburgers from wings n. ale on university drive,takeaway_order,order two cheeseburg wing n '' ale univers drive
7598,order me some chinese food,takeaway_order,order chine food
7599,show me delivery near me,takeaway_order,show deliveri near
7600,order me the fish risotto from the golden fork,takeaway_order,order fish risotto golden fork
7601,can i order take out food at this time,takeaway_order,order take food time
7602,place a take out order at olive garden,takeaway_order,place take order oliv garden
7603,please order some sushi for dinner,takeaway_order,plea order such dinner
7604,i'm in the mood to order takeaway,takeaway_order,i '' m mood order takeaway
7605,search for pizza nearby,takeaway_order,search penza nearbi
7606,order a double bacon cheeseburger with bacon an white american cheese,takeaway_order,order doubl bacon cheeseburg bacon white american chees
7607,call the nearest pizza place that offers buffalo pizza,takeaway_order,call nearest penza place offer buffalo penza
7608,find restaurant order food name,takeaway_order,find restaur order food name
7609,schedule a delivery from food at the nearby takeaway diner,takeaway_order,schedul deliveri food nearbi takeaway dinner
7610,order a takeaway sandwich and soup from the italian's,takeaway_order,order takeaway sandwich soup italian '' s
7611,can you please order some food for me,takeaway_order,plea order food
7612,order a large pepperoni pizza from dominos to go,takeaway_order,order larg pepperoni penza dominion go
7613,give me the best pizza deals offered today,takeaway_order,give best penza deal offer today
7614,hey order me some take out from jason's deli,takeaway_order,hey order take jason '' s delhi
7615,hey call the nearest chinese restaurant for a takeaway,takeaway_order,hey call nearest chine restaur takeaway
7616,open the grubhub app so i can order take out,takeaway_order,open grubhub pp order take
7617,can you order me some pizza,takeaway_order,order penza
7618,order some fried chicken from church's chicken via grubhub,takeaway_order,order fri chicken church '' s chicken via grubhub
7619,free home delivery,takeaway_order,free home deliveri
7620,call pizza hut and find out if my order is ready,takeaway_query,call penza hut find order readi
7621,find a pizza restaurant open until noon,takeaway_query,find penza restaur open noon
7622,does my favourite pizza place available for takeaway,takeaway_query,favourit penza place avail takeaway
7623,do the restaurant deliver,takeaway_query,restaur deliv
7624,does pf changs do takeout,takeaway_query,of chang takeout
7625,find my thai takeaways around grassmarket,takeaway_query,find that takeaway around grassmarket
7626,look to see if luigi's has takeaway,takeaway_query,look see lung '' s takeaway
7627,does john's pizza have takeaway,takeaway_query,john '' s penza takeaway
7628,can i get takeout from pf changs,takeaway_query,get takeout of chang
7629,where is an olive garden that does takeaway,takeaway_query,oliv garden takeaway
7630,how much time it will take to prepare the order,takeaway_query,much time take prepar order
7631,when i will get the delivery,takeaway_query,get deliveri
7632,when is my takeaway going to get here,takeaway_query,takeaway go get
7633,when will my food be ready,takeaway_query,food readi
7634,does restaurant have takeaway,takeaway_query,restaur takeaway
7635,can i get delivery from this restaurant,takeaway_query,get deliveri restaur
7636,what is the status of my order,takeaway_query,statu order
7637,when do i need to leave to pick up my order,takeaway_query,need leav pick order
7638,prepare the order as soon as possible,takeaway_query,prepar order soon possibl
7639,could you please confirm if paradise does takeaway,takeaway_query,could plea confirm paradis takeaway
7640,is my order ready for pick up now,takeaway_query,order readi pick
7641,restaurant delivery update,takeaway_query,restaur deliveri updat
7642,does paradise has takeaway,takeaway_query,paradis takeaway
7643,when my takeaway order will arrive,takeaway_query,takeaway order arriv
7644,is there a takeaway in chipotle restaurant,takeaway_query,takeaway chipotl restaur
7645,when can i pick up my order,takeaway_query,pick order
7646,how long until my takeaway,takeaway_query,long takeaway
7647,what time is my domino's order expected to arrive,takeaway_query,time domingo '' s order expect arriv
7648,can i get an order delivered from romero's,takeaway_query,get order deliv robert '' s
7649,please check if paradise does takeaway,takeaway_query,plea check paradis takeaway
7650,check to see if pizza hut has my order on the way,takeaway_query,check see penza hut order way
7651,does dominos deliver,takeaway_query,dominion deliv
7652,when did i place my order and what was the projected time it would take,takeaway_query,place order project time would take
7653,ask peking garden when my food will arrive,takeaway_query,ask peke garden food arriv
7654,ask if deliver,takeaway_query,ask deliv
7655,is my order ready,takeaway_query,order readi
7656,whats up with my takeaway,takeaway_query,what takeaway
7657,does fongs have delivery,takeaway_query,song deliveri
7658,how many minutes do i need to wait to pick up my food from china on the go,takeaway_query,mani minut need wait pick food china go
7659,check the status of my order,takeaway_query,check statu order
7660,does the nearby chinese restaurant do delivery,takeaway_query,nearbi chine restaur deliveri
7661,find my food,takeaway_query,find food
7662,does the nearby pizza hut deliver in my area,takeaway_query,nearbi penza hut deliv area
7663,can i get the food to go,takeaway_query,get food go
7664,what is the phone number for the nearest location of church's chicken,takeaway_query,phone number nearest locat church '' s chicken
7665,will arby's offer takeaway,takeaway_query,armi '' s offer takeaway
7666,what's up with my order,takeaway_query,what '' s order
7667,does this restaurant only do carryout,takeaway_query,restaur carrot
7668,call the restaurant to see if the delivery is on the way,takeaway_query,call restaur see deliveri way
7669,look up whether or not charley's steakhouse delivers,takeaway_query,look whether charl '' s steakhous deliv
7670,when will by order from taco bell be delivered,takeaway_query,order tact bell deliv
7671,i just ordered food call and see it has been delivered,takeaway_query,order food call see deliv
7672,what is happening to my order,takeaway_query,happen order
7673,can i get takeaway from arby's,takeaway_query,get takeaway armi '' s
7674,domino's delivery status,takeaway_query,domingo '' s deliveri statu
7675,please takeaway of giving required of the restaurant,takeaway_query,plea takeaway give requir restaur
7676,please find out of charley's steakhouse delivers,takeaway_query,plea find charl '' s steakhous deliv
7677,tell me which catering packages are available,takeaway_query,tell water packag avail
7678,hey does that restaurant have takeout,takeaway_query,hey restaur takeout
7679,is the restaurant having delivery facility,takeaway_query,restaur deliveri facil
7680,tell me when taco bell can deliver my dinner,takeaway_query,tell tact bell deliv dinner
7681,most rated delivery options for chinese food,takeaway_query,rate deliveri option chine food
7682,is gus's a take out place,takeaway_query,u '' s take place
7683,does lechateau have delivery service or only takeaway,takeaway_query,chateau deliveri servic takeaway
7684,can i take food home here,takeaway_query,take food home
7685,can i get takeaway from pings,takeaway_query,get takeaway king
7686,does charley's steakhouse deliver,takeaway_query,charl '' s steakhous deliv
7687,does the nearby dominos have delivery,takeaway_query,nearbi dominion deliveri
7688,does that restaurant allow take out orders,takeaway_query,restaur allow take order
7689,search if the restaurant does take out,takeaway_query,search restaur take
7690,tell me if taco bell delivers,takeaway_query,tell tact bell deliv
7691,find if takeaway possible in restaurant pizzahouse,takeaway_query,find takeaway possibl restaur pizzahous
7692,what happened to my pizza order it has been an hour since i ordered,takeaway_query,happen penza order hour sinc order
7693,maximum kilometer to delivery,takeaway_query,maximum kilometr deliveri
7694,what time can i pick up my food,takeaway_query,time pick food
7695,where is the closest spot to order food for pickup,takeaway_query,closest spot order food pick
7696,does it offer pick up,takeaway_query,offer pick
7697,does peking garden deliver,takeaway_query,peke garden deliv
7698,what is the status of last take away order,takeaway_query,statu last take away order
7699,can i get delivery from dominos,takeaway_query,get deliveri dominion
7700,when is my food going to be here,takeaway_query,food go
7701,i want some curry to go any recommendations,takeaway_query,want carri go recommend
7702,does the restaurant have delivery,takeaway_query,restaur deliveri
7703,will the pizza be here soon,takeaway_query,penza soon
7704,is fongs dine in only,takeaway_query,song dine
7705,does panda garden deliver,takeaway_query,and garden deliv
7706,does the restaurant have carryout,takeaway_query,restaur carrot
7707,whats with my dinner order,takeaway_query,what dinner order
7708,status for the pizza delivery from pizza hut,takeaway_query,statu penza deliveri penza hut
7709,do they have takeout,takeaway_query,takeout
7710,please could you tell me if george's geek restaurant can i order takeaway from there,takeaway_query,plea could tell georg '' s week restaur order takeaway
7711,where can i order takeout,takeaway_query,order takeout
7712,does shibaru sushi deliver,takeaway_query,shibaru such deliv
7713,does pizza hut have delivery,takeaway_query,penza hut deliveri
7714,does chinese deliver,takeaway_query,chine deliv
7715,does fridays do takeaway,takeaway_query,friday takeaway
7716,does arby's do takeaway,takeaway_query,armi '' s takeaway
7717,does pf changs accept takeout orders,takeaway_query,of chang accept takeout order
7718,is there takeaway at donut junction,takeaway_query,takeaway dont junction
7719,any restaurant in the beautiful,takeaway_query,restaur beauti
7720,will the restaurant deliver the order,takeaway_query,restaur deliv order
7721,find out if the restaurant does takeaway orders,takeaway_query,find restaur takeaway order
7722,when is taco bell going to arrive,takeaway_query,tact bell go arriv
7723,do you serve for home delivery,takeaway_query,serv home deliveri
7724,can it takeaway from ammi biryani,takeaway_query,takeaway ami bryan
7725,which restaurants offer take out food,takeaway_query,restaur offer take food
7726,what is the status on my latest order,takeaway_query,statu latest order
7727,tell me the soup of the day at panera bread restaurant,takeaway_query,tell soup day paper bread restaur
7728,does that restaurant deliver,takeaway_query,restaur deliv
7729,current status of take out order,takeaway_query,current statu take order
7730,when can i pick up my chinese food,takeaway_query,pick chine food
7731,take out available louies,takeaway_query,take avail loui
7732,where is my food,takeaway_query,food
7733,is dinner ready yet,takeaway_query,dinner readi yet
7734,how is my order,takeaway_query,order
7735,does ming ten do take out,takeaway_query,mind ten take
7736,i want to know if the olive garden provides takeaway,takeaway_query,want know oliv garden provid takeaway
7737,tell me if the olive garden allows takeaway,takeaway_query,tell oliv garden allow takeaway
7738,does mcdonalds do takeaway,takeaway_query,macdonald takeaway
7739,how long until my order is ready,takeaway_query,long order readi
7740,who takes less of duration of time for delivery,takeaway_query,take le durat time deliveri
7741,charges of delivery,takeaway_query,charg deliveri
7742,is there takeaway at papa john's,takeaway_query,takeaway papa john '' s
7743,does brick grill deliver,takeaway_query,brick drill deliv
7744,will they deliver to me,takeaway_query,deliv
7745,can i get delivery from here,takeaway_query,get deliveri
7746,hey does open sesame do take out,takeaway_query,hey open sesam take
7747,does pizza hut have my order ready,takeaway_query,penza hut order readi
7748,find out if the olive garden will let me do takeaway,takeaway_query,find oliv garden let takeaway
7749,how long until my order arrives,takeaway_query,long order arriv
7750,remember i've ordered a cake for tonight's birthday party let me know the status please,takeaway_query,rememb i '' ve order cake tonight '' s birthday parti let know statu plea
7751,is the last order is ready,takeaway_query,last order readi
7752,does mr pizza deliver,takeaway_query,mr penza deliv
7753,does this restaurant deliver,takeaway_query,restaur deliv
7754,i've cancelled the order placed at mcd did it go through,takeaway_query,i '' ve cancel order place mud go
7755,is michael's a takeaway or delivery restaurant,takeaway_query,michael '' s takeaway deliveri restaur
7756,last take away order,takeaway_query,last take away order
7757,can i carry out with this restaurant,takeaway_query,carri restaur
7758,are there any takeaways around here,takeaway_query,takeaway around
7759,is there a takeout menu at the restaurant,takeaway_query,takeout menu restaur
7760,how much longer until my pizza will be here,takeaway_query,much longer penza
7761,hello i would like to know whether you provide home delivery services,takeaway_query,hello would like know whether provid home deliveri servic
7762,tell me all the takeaways nearby and i want to order food,takeaway_query,tell takeaway nearbi want order food
7763,takeaway status,takeaway_query,takeaway statu
7764,does vocelli's do takeaway,takeaway_query,vocelli '' s takeaway
7765,could you please recommend a mexican restaurant for take out,takeaway_query,could plea recommend mexican restaur take
7766,does olive garden have take out,takeaway_query,oliv garden take
7767,what is the status on my takeout,takeaway_query,statu takeout
7768,when is my order ready,takeaway_query,order readi
7769,when will my chinese food arrive,takeaway_query,chine food arriv
7770,does restaurant royale deliver takeaway,takeaway_query,restaur royal deliv takeaway
7771,where is my pizza from domino's at,takeaway_query,penza domingo '' s
7772,can i pick up my large order at pizza hut,takeaway_query,pick larg order penza hut
7773,does restaurant has home delivery,takeaway_query,restaur home deliveri
7774,do they deliver,takeaway_query,deliv
7775,does pings have takeaway,takeaway_query,king takeaway
7776,hows the food order going,takeaway_query,how food order go
7777,does dominos has a delivery option,takeaway_query,dominion deliveri option
7778,what asian restaurants nearby offer to go food,takeaway_query,asia restaur nearbi offer go food
7779,check the status of my pizza hut order please,takeaway_query,check statu penza hut order plea
7780,when will my chinese food be delivered,takeaway_query,chine food deliv
7781,does fongs do carry out,takeaway_query,song carri
7782,status of take away,takeaway_query,statu take away
7783,is mr pizza on skip the dishes,takeaway_query,mr penza skin dish
7784,does peking garden take orders over the phone,takeaway_query,peke garden take order phone
7785,does peking garden do orders online,takeaway_query,peke garden order onlin
7786,does this place do takeaway,takeaway_query,place takeaway
7787,can i order olive garden to go,takeaway_query,order oliv garden go
7788,when is my order arriving,takeaway_query,order arriv
7789,check on the delivery of my current order,takeaway_query,check deliveri current order
7790,check the dish price and all,takeaway_query,check dish price
7791,reviews of the restaurants,takeaway_query,review restaur
7792,domino's has takeaway right,takeaway_query,domingo '' s takeaway right
7793,where can i get a shot of tequila and some to go mexican food,takeaway_query,get shot tutuila go mexican food
7794,does that restaurant allow call in orders,takeaway_query,restaur allow call order
7795,what time will i arrive in austin tx,transport_query,time arriv austin to
7796,what time is the train passing by,transport_query,time train pas
7797,what time does the train to iowa leave,transport_query,time train iowa leav
7798,when is my train coming,transport_query,train come
7799,directions to sainsburys,transport_query,direct sainsburi
7800,when does the train from kansas city to iowa leave,transport_query,train kansa citi iowa leav
7801,what time does the train leave for chicago,transport_query,time train leav chicago
7802,what times may i travel to location a,transport_query,time may travel locat
7803,route to melbourne,transport_query,rout melbourn
7804,how long to get downtown,transport_query,long get downtown
7805,direct me towards nearest railway station,transport_query,direct toward nearest railway station
7806,how long does it take to get the train from rome to paris,transport_query,long take get train rome pari
7807,tell me the train ticket price of california to chicago,transport_query,tell train ticket price california chicago
7808,whats the best way to france,transport_query,what best way franc
7809,i want to go to bank of america give me directions,transport_query,want go bank america give direct
7810,how do i get from my house to the target along I forty,transport_query,get hous target along I forti
7811,what is the amount for train ticket booking,transport_query,amount train ticket book
7812,when is the next train to london,transport_query,next train london
7813,what time does the first train depart from chicago,transport_query,time first train depart chicago
7814,what are the train times today,transport_query,train time today
7815,how far is walmart from here,transport_query,far palmar
7816,what time are the trains going to chennai leaving,transport_query,time train go chennai leav
7817,is the four hundred and thirty pm train running late,transport_query,four hundr thirti pm train run late
7818,i would like to know the train timings to bournemouth tomorrow,transport_query,would like know train tide bournemouth tomorrow
7819,show me the shortest route towards nearest train station,transport_query,show shortest rout toward nearest train station
7820,next train to dc,transport_query,next train do
7821,running train status to vienna,transport_query,run train statu vienna
7822,could you list out the list of trains heading to chester the day after,transport_query,could list list train head chester day
7823,how long does it take to get there,transport_query,long take get
7824,how do i get to brighton,transport_query,get brighten
7825,can you reserve a ticket to grand rapids by train,transport_query,reserv ticket grand rapid train
7826,can you get me train ticket prices please,transport_query,get train ticket price plea
7827,where is the closest train depot,transport_query,closest train depot
7828,what time does the train arrive in sacremento,transport_query,time train arriv sacramento
7829,show me the path of nearest railway station,transport_query,show path nearest railway station
7830,please send me info on how to go about purchasing a train ticket to new york,transport_query,plea send into go purchas train ticket new york
7831,are there any trips to location a provided by the train,transport_query,trip locat provid train
7832,i want to go to mcdo,transport_query,want go do
7833,show trains and time to ny,transport_query,show train time ny
7834,how much for a train ticket,transport_query,much train ticket
7835,what is the quickest way to my work downtown without hitting any traffic,transport_query,quickest way work downtown without hit traffic
7836,give me directions for the place,transport_query,give direct place
7837,train departure,transport_query,train departur
7838,is there a connecting train from london to paris and what time,transport_query,connect train london pari time
7839,search cost for amtrak luxury to los angeles,transport_query,search cost astray luxuri lo angel
7840,when is the next train to glasgow from aberdeen,transport_query,next train glasgow aberdeen
7841,can you please let me know the next four scheduled trains to chicago,transport_query,plea let know next four schedul train chicago
7842,tell me if i should use the train or bus to get across town today,transport_query,tell use train bu get across town today
7843,what is the time train coming from sacramento,transport_query,time train come sacramento
7844,visit metronorth dot com to help me purchase train tickets,transport_query,visit metronorth dot com help purchas train ticket
7845,tell me today's direction,transport_query,tell today '' s direct
7846,can you get me a train ticket to nyc,transport_query,get train ticket ny
7847,show directions to pondy,transport_query,show direct pond
7848,search earliest trains to brooklyn ny weekends and holidays,transport_query,search earliest train brooklyn ny weekend holiday
7849,are there any available train tickets to reserve,transport_query,avail train ticket reserv
7850,what is the cheapest ticket available next week for a round trip three day trip to iceland,transport_query,cheapest ticket avail next week round trip three day trip iceland
7851,i need the arrival time for new york train,transport_query,need arriv time new york train
7852,train to athens how to,transport_query,train athen
7853,what time is the train to san francisco due,transport_query,time train san francisco due
7854,go to agha station,transport_query,go agra station
7855,how do i get to the mall,transport_query,get mall
7856,what time does the train arrive at edinburgh,transport_query,time train arriv edinburgh
7857,how do i get from where i'm at to universal in orlando florida,transport_query,get i '' m univers orlando florida
7858,train times location,transport_query,train time locat
7859,tell me how to get from here to the chimes in covington,transport_query,tell get chime covington
7860,what time does the last train arrive in dallas,transport_query,time last train arriv dalla
7861,please tell em the list of trains to chicago via california,transport_query,plea tell em list train chicago via california
7862,search for trains leaving tonight for london,transport_query,search train leav tonight london
7863,what is time of indianapolis express,transport_query,time indianapoli express
7864,how long is it from dalls to san antonio by train,transport_query,long wall san antonio train
7865,tell me the trains from california to new jersey after eleven pm,transport_query,tell train california new jersey eleven pm
7866,what are the train times between eight am and ten am at east chicago station going west on sunday,transport_query,train time eight ten east chicago station go west sunday
7867,what is the departure time for the next train leaving new york city,transport_query,departur time next train leav new york citi
7868,give me train times from station to location,transport_query,give train time station locat
7869,what times do the trains run between here and the met,transport_query,time train run met
7870,how can i go from boston to new york by train,transport_query,go boston new york train
7871,is the train time to a location long,transport_query,train time locat long
7872,what is the fastest way to get to starbucks,transport_query,fattest way get starbuck
7873,can you see if there any trains going to,transport_query,see train go
7874,what time does the train departs lagos,transport_query,time train depart labor
7875,how long is the walk from nyack to valley cottage,transport_query,long walk back valley cottag
7876,calculate the travel time if i go to orlando by train,transport_query,calcul travel time go orlando train
7877,find a train going from prague to brno,transport_query,find train go pragu no
7878,price of train ticket from delhi to mumbai,transport_query,price train ticket delhi lumbar
7879,please give me directions to a park near me,transport_query,plea give direct park near
7880,what are the prices to get to chicago on a train book the cheapest one,transport_query,price get chicago train book cheapest one
7881,what time does the train to place leave,transport_query,time train place leav
7882,can i get the directions to the nearest bar,transport_query,get direct nearest bar
7883,when is the next train to b street,transport_query,next train b street
7884,when is the next train leaving for austin,transport_query,next train leav austin
7885,show me today train time of kalka at jodhpur,transport_query,show today train time kaska jodhpur
7886,what time does the train arrive,transport_query,time train arriv
7887,is there a train from philadelphia to new york city at noon,transport_query,train philadelphia new york citi noon
7888,what is the time of the morning train headed to chicago,transport_query,time morn train head chicago
7889,where is the closest mexican restaurant,transport_query,closest mexican restaur
7890,what trips are available from new york city to poughkeepsie,transport_query,trip avail new york citi poughkeepsi
7891,how long i can go to dundee,transport_query,long go dunde
7892,how do i get to poughkeepsie from new york city,transport_query,get poughkeepsi new york citi
7893,fix the driving route from here to grant market,transport_query,fix drive rout grant market
7894,how do i go to athens by train,transport_query,go athen train
7895,directions to nearest apple store,transport_query,direct nearest appl store
7896,how do i get to the grocery store,transport_query,get grocer store
7897,check time of kalka train from jodhpur station on monday,transport_query,check time kaska train jodhpur station monday
7898,how often does the train arrive and depart from penn station,transport_query,often train arriv depart penn station
7899,take me to tnagar,transport_query,take agar
7900,how much is a train ticket to san fransisco,transport_query,much train ticket san francisco
7901,when indianapolis express will reach indiana,transport_query,indianapoli express reach indiana
7902,can you give me train times for ann arbor,transport_query,give train time ann harbor
7903,when is the next train arriving to union station from grand central station,transport_query,next train arriv union station grand central station
7904,how much is a round trip train ticket to go to new york,transport_query,much round trip train ticket go new york
7905,directions to virginia beach va,transport_query,direct virginia beach va
7906,give me the driving directions from faripir to gurpur,transport_query,give drive direct faripir murmur
7907,when is the next train to philadelphia,transport_query,next train philadelphia
7908,i need directions to lowes in mount h nj,transport_query,need direct lower mount h no
7909,display trains going to antwerp after two pm saturday,transport_query,display train go antwerp two pm saturday
7910,when does the next train to work leave,transport_query,next train work leav
7911,what time does the train depart from downtown los angeles to santa barbara,transport_query,time train depart downtown lo angel santa barbara
7912,you need to find an alternate route to my destination,transport_query,need find altern rout destin
7913,what time is the last train headed to chicago,transport_query,time last train head chicago
7914,what is the route to the closest mcdonalds,transport_query,rout closest macdonald
7915,when is the last train today,transport_query,last train today
7916,what is the most convenient hour to catch a train to york on Saturday,transport_query,conveni hour catch train york saturday
7917,map out a route from here to abita brew pub,transport_query,map rout anita grew pub
7918,directions to mcdo,transport_query,direct do
7919,can you find me a train ticket to montauk,transport_query,find train ticket montana
7920,can i have timing of keral express,transport_query,time real express
